filename,model,prompt,latency_s,ocr_chars,qr_used,error,exp_type,got_type,src_type,ok_type,exp_client,got_client,src_client,ok_client,exp_date,got_date,src_date,ok_date,exp_montant,got_montant,src_montant,ok_montant,raisonnement
30_salt_facture_qr.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,312,True,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Boutique Mode Délice Sàrl,,,False,2026-04-18,,,False,178.5,,,False,
31_iwb_basel_qr.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,336,True,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Brasserie La Cigale Sàrl,,,False,2026-04-09,,,False,612.4,,,False,
32_office_world_qr.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,318,True,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Études Cabinet Tanguy Lachat,,,False,2026-04-16,,,False,348.2,,,False,
33_axa_assurance_qr.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,385,True,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Boulangerie La Mie Dorée Sàrl,,,False,2026-04-11,,,False,1525.0,,,False,
34_localnet_qr.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,289,True,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Cafe du Centre,,,False,2026-04-05,,,False,58.9,,,False,
35_afc_decompte_tva_t1.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,372,False,ConnectError: [Errno 61] Connection refused,document_fiscal,,,False,Restaurant Le Rivage SA,,,False,2026-04-02,,,False,11869.02,,,False,
36_avs_cotisations_t2.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,383,False,ConnectError: [Errno 61] Connection refused,document_fiscal,,,False,Cabinet Médical Dr. Martin Sàrl,,,False,2026-04-02,,,False,10308.24,,,False,
37_taxation_communale.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,360,False,ConnectError: [Errno 61] Connection refused,document_fiscal,,,False,Architecte Pierre Müller SA,,,False,2026-04-12,,,False,24230.0,,,False,
38_estv_mwst_de.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,376,False,ConnectError: [Errno 61] Connection refused,document_fiscal,,,False,Bauunternehmung Zumstein AG,,,False,2026-04-03,,,False,25448.28,,,False,
39_ofas_contribution.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,314,False,ConnectError: [Errno 61] Connection refused,document_fiscal,,,False,SARL Étude Comptable Genevoise,,,False,2026-04-08,,,False,1250.0,,,False,
40_bail_commercial_v2.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,573,False,ConnectError: [Errno 61] Connection refused,contrat,,,False,Boulangerie La Mie Dorée Sàrl,,,False,2026-04-25,,,False,3850.0,,,False,
41_mandat_fiduciaire.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,539,False,ConnectError: [Errno 61] Connection refused,contrat,,,False,Brasserie La Cigale Sàrl,,,False,2026-05-01,,,False,165.0,,,False,
42_contrat_prestation_it.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,456,False,ConnectError: [Errno 61] Connection refused,contrat,,,False,Étude Notariale Roulet & Associés,,,False,2026-04-22,,,False,8400.0,,,False,
43_avenant_loyer.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,501,False,ConnectError: [Errno 61] Connection refused,contrat,,,False,Cabinet Avocat Vionnet & Partners,,,False,2026-04-14,,,False,4305.0,,,False,
44_recu_taxi_flou.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,66,False,ConnectError: [Errno 61] Connection refused,note_frais,,,False,inconnu,,,False,2026-04-17,,,False,38.5,,,False,
45_recu_manuscrit_2.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,89,False,ConnectError: [Errno 61] Connection refused,note_frais,,,False,inconnu,,,False,2026-04-19,,,False,87.0,,,False,
46_quittance_parking.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,104,False,ConnectError: [Errno 61] Connection refused,note_frais,,,False,inconnu,,,False,2026-04-21,,,False,18.0,,,False,
47_facture_hotel.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,338,False,ConnectError: [Errno 61] Connection refused,facture_fournisseur,,,False,Cabinet Avocat Vionnet & Partners,,,False,2026-04-24,,,False,977.0,,,False,
48_ticket_coop_pronto.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,209,False,ConnectError: [Errno 61] Connection refused,note_frais,,,False,inconnu,,,False,2026-04-23,,,False,14.3,,,False,
49_essence_socar.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,184,False,ConnectError: [Errno 61] Connection refused,note_frais,,,False,inconnu,,,False,2026-04-26,,,False,98.54,,,False,
50_courrier_relance.pdf,qwen2.5:14b-instruct-q4_K_M,classify_v2_fewshot.txt,0.00,466,False,ConnectError: [Errno 61] Connection refused,courrier,,,False,Restaurant Le Rivage SA,,,False,2026-04-28,,,False,,,,False,
